cases,deaths,country,geoid,countryterritorycode,population,continentexp,date,date.int,log.cases,log.deaths,tot.cases,tot.deaths,cum.cases,cum.deaths,n.nonzero.rows,prop.zero.cases,prop.zero.deaths,delta.next.non0,max.gap,is.train,ctry.min.date.int,ctry.min.date,date.int.delta,ctry.first.log.cases,adj.log.cases
0,0,belgium,BE,BEL,11422068,Europe,2020-01-01,18262,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-02,18263,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-03,18264,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-04,18265,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-05,18266,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-06,18267,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-07,18268,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-08,18269,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-09,18270,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-10,18271,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-11,18272,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-12,18273,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-13,18274,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-14,18275,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-15,18276,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-16,18277,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-17,18278,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-18,18279,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-19,18280,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-20,18281,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-21,18282,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-22,18283,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-23,18284,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-24,18285,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-25,18286,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-26,18287,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-27,18288,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-28,18289,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-29,18290,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-30,18291,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-01-31,18292,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-01,18293,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-02,18294,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-03,18295,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
1,0,belgium,BE,BEL,11422068,Europe,2020-02-04,18296,0,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,27,27,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-05,18297,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-06,18298,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-07,18299,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-08,18300,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-09,18301,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-10,18302,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-11,18303,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-12,18304,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-13,18305,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-14,18306,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-15,18307,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-16,18308,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-17,18309,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-18,18310,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-19,18311,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-20,18312,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-21,18313,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-22,18314,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-23,18315,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-24,18316,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-25,18317,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-26,18318,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-27,18319,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-28,18320,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-02-29,18321,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2020-03-01,18322,-Inf,-Inf,40956,5998,1,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
1,0,belgium,BE,BEL,11422068,Europe,2020-03-02,18323,0,-Inf,40956,5998,2,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,0,0,0
6,0,belgium,BE,BEL,11422068,Europe,2020-03-03,18324,1.79175946922806,-Inf,40956,5998,8,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,1,1.79175946922806,1.79175946922806
5,0,belgium,BE,BEL,11422068,Europe,2020-03-04,18325,1.6094379124341,-Inf,40956,5998,13,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,2,1.6094379124341,1.6094379124341
10,0,belgium,BE,BEL,11422068,Europe,2020-03-05,18326,2.30258509299405,-Inf,40956,5998,23,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,3,2.30258509299405,2.30258509299405
27,0,belgium,BE,BEL,11422068,Europe,2020-03-06,18327,3.29583686600433,-Inf,40956,5998,50,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,4,3.29583686600433,3.29583686600433
59,0,belgium,BE,BEL,11422068,Europe,2020-03-07,18328,4.07753744390572,-Inf,40956,5998,109,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,5,4.07753744390572,4.07753744390572
60,0,belgium,BE,BEL,11422068,Europe,2020-03-08,18329,4.0943445622221,-Inf,40956,5998,169,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,6,4.0943445622221,4.0943445622221
31,0,belgium,BE,BEL,11422068,Europe,2020-03-09,18330,3.43398720448515,-Inf,40956,5998,200,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,7,3.43398720448515,3.43398720448515
39,0,belgium,BE,BEL,11422068,Europe,2020-03-10,18331,3.66356164612965,-Inf,40956,5998,239,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,8,3.66356164612965,3.66356164612965
28,0,belgium,BE,BEL,11422068,Europe,2020-03-11,18332,3.3322045101752,-Inf,40956,5998,267,0,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,9,3.3322045101752,3.3322045101752
47,3,belgium,BE,BEL,11422068,Europe,2020-03-12,18333,3.85014760171006,1.09861228866811,40956,5998,314,3,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,10,3.85014760171006,3.85014760171006
85,0,belgium,BE,BEL,11422068,Europe,2020-03-13,18334,4.44265125649032,-Inf,40956,5998,399,3,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,11,4.44265125649032,4.44265125649032
160,0,belgium,BE,BEL,11422068,Europe,2020-03-14,18335,5.07517381523383,-Inf,40956,5998,559,3,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,12,5.07517381523383,5.07517381523383
130,1,belgium,BE,BEL,11422068,Europe,2020-03-15,18336,4.86753445045558,0,40956,5998,689,4,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,13,4.86753445045558,4.86753445045558
197,0,belgium,BE,BEL,11422068,Europe,2020-03-16,18337,5.28320372873799,-Inf,40956,5998,886,4,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,14,5.28320372873799,5.28320372873799
199,1,belgium,BE,BEL,11422068,Europe,2020-03-17,18338,5.29330482472449,0,40956,5998,1085,5,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,15,5.29330482472449,5.29330482472449
158,0,belgium,BE,BEL,11422068,Europe,2020-03-18,18339,5.06259503302697,-Inf,40956,5998,1243,5,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,16,5.06259503302697,5.06259503302697
243,9,belgium,BE,BEL,11422068,Europe,2020-03-19,18340,5.49306144334055,2.19722457733622,40956,5998,1486,14,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,17,5.49306144334055,5.49306144334055
309,7,belgium,BE,BEL,11422068,Europe,2020-03-20,18341,5.73334127689775,1.94591014905531,40956,5998,1795,21,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,18,5.73334127689775,5.73334127689775
462,16,belgium,BE,BEL,11422068,Europe,2020-03-21,18342,6.13556489108174,2.77258872223978,40956,5998,2257,37,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,19,6.13556489108174,6.13556489108174
558,30,belgium,BE,BEL,11422068,Europe,2020-03-22,18343,6.32435896238131,3.40119738166216,40956,5998,2815,67,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,20,6.32435896238131,6.32435896238131
586,8,belgium,BE,BEL,11422068,Europe,2020-03-23,18344,6.37331978957701,2.07944154167984,40956,5998,3401,75,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,21,6.37331978957701,6.37331978957701
342,13,belgium,BE,BEL,11422068,Europe,2020-03-24,18345,5.83481073706261,2.56494935746154,40956,5998,3743,88,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,22,5.83481073706261,5.83481073706261
526,34,belgium,BE,BEL,11422068,Europe,2020-03-25,18346,6.26530121273771,3.52636052461616,40956,5998,4269,122,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,23,6.26530121273771,6.26530121273771
668,56,belgium,BE,BEL,11422068,Europe,2020-03-26,18347,6.50428817353665,4.02535169073515,40956,5998,4937,178,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,24,6.50428817353665,6.50428817353665
1298,42,belgium,BE,BEL,11422068,Europe,2020-03-27,18348,7.16857989726404,3.73766961828337,40956,5998,6235,220,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,25,7.16857989726404,7.16857989726404
1049,69,belgium,BE,BEL,11422068,Europe,2020-03-28,18349,6.9555926083963,4.23410650459726,40956,5998,7284,289,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,26,6.9555926083963,6.9555926083963
1850,64,belgium,BE,BEL,11422068,Europe,2020-03-29,18350,7.52294091807237,4.15888308335967,40956,5998,9134,353,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,27,7.52294091807237,7.52294091807237
1702,78,belgium,BE,BEL,11422068,Europe,2020-03-30,18351,7.43955930913332,4.35670882668959,40956,5998,10836,431,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,28,7.43955930913332,7.43955930913332
1063,82,belgium,BE,BEL,11422068,Europe,2020-03-31,18352,6.96885037834195,4.40671924726425,40956,5998,11899,513,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,29,6.96885037834195,6.96885037834195
876,192,belgium,BE,BEL,11422068,Europe,2020-04-01,18353,6.77536609093639,5.25749537202778,40956,5998,12775,705,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,30,6.77536609093639,6.77536609093639
1189,123,belgium,BE,BEL,11422068,Europe,2020-04-02,18354,7.08086789669078,4.81218435537242,40956,5998,13964,828,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,31,7.08086789669078,7.08086789669078
1384,183,belgium,BE,BEL,11422068,Europe,2020-04-03,18355,7.23273313617762,5.20948615284142,40956,5998,15348,1011,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,32,7.23273313617762,7.23273313617762
1422,132,belgium,BE,BEL,11422068,Europe,2020-04-04,18356,7.25981961036319,4.88280192258637,40956,5998,16770,1143,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,33,7.25981961036319,7.25981961036319
1661,140,belgium,BE,BEL,11422068,Europe,2020-04-05,18357,7.4151751096133,4.9416424226093,40956,5998,18431,1283,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,34,7.4151751096133,7.4151751096133
1260,164,belgium,BE,BEL,11422068,Europe,2020-04-06,18358,7.13886699994552,5.0998664278242,40956,5998,19691,1447,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,35,7.13886699994552,7.13886699994552
1123,185,belgium,BE,BEL,11422068,Europe,2020-04-07,18359,7.02375895473844,5.22035582507832,40956,5998,20814,1632,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,36,7.02375895473844,7.02375895473844
1380,403,belgium,BE,BEL,11422068,Europe,2020-04-08,18360,7.22983877815125,5.99893656194668,40956,5998,22194,2035,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,37,7.22983877815125,7.22983877815125
1209,205,belgium,BE,BEL,11422068,Europe,2020-04-09,18361,7.09754885061479,5.32300997913841,40956,5998,23403,2240,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,38,7.09754885061479,7.09754885061479
1580,283,belgium,BE,BEL,11422068,Europe,2020-04-10,18362,7.36518012602101,5.64544689764324,40956,5998,24983,2523,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,39,7.36518012602101,7.36518012602101
1684,496,belgium,BE,BEL,11422068,Europe,2020-04-11,18363,7.42892719480227,6.20657592672493,40956,5998,26667,3019,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,40,7.42892719480227,7.42892719480227
1351,327,belgium,BE,BEL,11422068,Europe,2020-04-12,18364,7.2086003379602,5.78996017089725,40956,5998,28018,3346,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,41,7.2086003379602,7.2086003379602
1629,254,belgium,BE,BEL,11422068,Europe,2020-04-13,18365,7.39572160860205,5.53733426701854,40956,5998,29647,3600,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,42,7.39572160860205,7.39572160860205
942,303,belgium,BE,BEL,11422068,Europe,2020-04-14,18366,6.84800527457636,5.71373280550937,40956,5998,30589,3903,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,43,6.84800527457636,6.84800527457636
530,254,belgium,BE,BEL,11422068,Europe,2020-04-15,18367,6.27287700654617,5.53733426701854,40956,5998,31119,4157,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,44,6.27287700654617,6.27287700654617
2454,283,belgium,BE,BEL,11422068,Europe,2020-04-16,18368,7.80547462527086,5.64544689764324,40956,5998,33573,4440,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,45,7.80547462527086,7.80547462527086
1236,417,belgium,BE,BEL,11422068,Europe,2020-04-17,18369,7.11963563801764,6.0330862217988,40956,5998,34809,4857,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,46,7.11963563801764,7.11963563801764
1329,306,belgium,BE,BEL,11422068,Europe,2020-04-18,18370,7.19218205871325,5.72358510195238,40956,5998,36138,5163,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,47,7.19218205871325,7.19218205871325
1045,290,belgium,BE,BEL,11422068,Europe,2020-04-19,18371,6.95177216439891,5.66988092298052,40956,5998,37183,5453,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,48,6.95177216439891,6.95177216439891
1313,230,belgium,BE,BEL,11422068,Europe,2020-04-20,18372,7.1800698743028,5.4380793089232,40956,5998,38496,5683,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,49,7.1800698743028,7.1800698743028
1487,145,belgium,BE,BEL,11422068,Europe,2020-04-21,18373,7.30451594646016,4.97673374242057,40956,5998,39983,5828,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,50,7.30451594646016,7.30451594646016
973,170,belgium,BE,BEL,11422068,Europe,2020-04-22,18374,6.88038408218601,5.13579843705026,40956,5998,40956,5998,53,0.535087719298246,0.666666666666667,1,1,TRUE,18323,2020-03-02,51,6.88038408218601,6.88038408218601
2,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-11,18332,0.693147180559945,-Inf,600,38,2,0,34,0.170731707317073,0.560975609756098,4,4,FALSE,,,,,
0,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-12,18333,-Inf,-Inf,600,38,2,0,34,0.170731707317073,0.560975609756098,,,FALSE,,,,,
1,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-15,18336,0,-Inf,600,38,3,0,34,0.170731707317073,0.560975609756098,2,2,FALSE,,,,,
0,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-16,18337,-Inf,-Inf,600,38,3,0,34,0.170731707317073,0.560975609756098,,,FALSE,,,,,
17,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-17,18338,2.83321334405622,-Inf,600,38,20,0,34,0.170731707317073,0.560975609756098,2,2,FALSE,,,,,
0,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-18,18339,-Inf,-Inf,600,38,20,0,34,0.170731707317073,0.560975609756098,,,FALSE,,,,,
6,1,burkina_faso,BF,BFA,19751535,Africa,2020-03-19,18340,1.79175946922806,0,600,38,26,1,34,0.170731707317073,0.560975609756098,1,2,FALSE,,,,,
7,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-20,18341,1.94591014905531,-Inf,600,38,33,1,34,0.170731707317073,0.560975609756098,1,2,FALSE,,,,,
7,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-21,18342,1.94591014905531,-Inf,600,38,40,1,34,0.170731707317073,0.560975609756098,1,2,FALSE,,,,,
24,2,burkina_faso,BF,BFA,19751535,Africa,2020-03-22,18343,3.17805383034795,0.693147180559945,600,38,64,3,34,0.170731707317073,0.560975609756098,2,2,FALSE,,,,,
0,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-23,18344,-Inf,-Inf,600,38,64,3,34,0.170731707317073,0.560975609756098,,,FALSE,,,,,
11,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-24,18345,2.39789527279837,-Inf,600,38,75,3,34,0.170731707317073,0.560975609756098,1,2,FALSE,,,,,
24,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-25,18346,3.17805383034795,-Inf,600,38,99,3,34,0.170731707317073,0.560975609756098,1,2,FALSE,,,,,
15,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-26,18347,2.70805020110221,-Inf,600,38,114,3,34,0.170731707317073,0.560975609756098,1,2,FALSE,,,,,
32,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-27,18348,3.46573590279973,-Inf,600,38,146,3,34,0.170731707317073,0.560975609756098,2,2,FALSE,,,,,
0,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-28,18349,-Inf,-Inf,600,38,146,3,34,0.170731707317073,0.560975609756098,,,FALSE,,,,,
34,6,burkina_faso,BF,BFA,19751535,Africa,2020-03-29,18350,3.52636052461616,1.79175946922806,600,38,180,9,34,0.170731707317073,0.560975609756098,2,2,FALSE,,,,,
0,0,burkina_faso,BF,BFA,19751535,Africa,2020-03-30,18351,-Inf,-Inf,600,38,180,9,34,0.170731707317073,0.560975609756098,,,FALSE,,,,,
42,3,burkina_faso,BF,BFA,19751535,Africa,2020-03-31,18352,3.73766961828337,1.09861228866811,600,38,222,12,34,0.170731707317073,0.560975609756098,1,2,FALSE,,,,,
24,0,burkina_faso,BF,BFA,19751535,Africa,2020-04-01,18353,3.17805383034795,-Inf,600,38,246,12,34,0.170731707317073,0.560975609756098,1,2,FALSE,,,,,
15,2,burkina_faso,BF,BFA,19751535,Africa,2020-04-02,18354,2.70805020110221,0.693147180559945,600,38,261,14,34,0.170731707317073,0.560975609756098,1,2,FALSE,,,,,
27,2,burkina_faso,BF,BFA,19751535,Africa,2020-04-03,18355,3.29583686600433,0.693147180559945,600,38,288,16,34,0.170731707317073,0.560975609756098,2,2,FALSE,,,,,
0,0,burkina_faso,BF,BFA,19751535,Africa,2020-04-04,18356,-Inf,-Inf,600,38,288,16,34,0.170731707317073,0.560975609756098,,,FALSE,,,,,
14,0,burkina_faso,BF,BFA,19751535,Africa,2020-04-05,18357,2.63905732961526,-Inf,600,38,302,16,34,0.170731707317073,0.560975609756098,1,1,FALSE,,,,,
43,1,burkina_faso,BF,BFA,19751535,Africa,2020-04-06,18358,3.76120011569356,0,600,38,345,17,34,0.170731707317073,0.560975609756098,1,1,FALSE,,,,,
19,0,burkina_faso,BF,BFA,19751535,Africa,2020-04-07,18359,2.94443897916644,-Inf,600,38,364,17,34,0.170731707317073,0.560975609756098,1,1,FALSE,,,,,
